Category,Sample_Name,PC1,PC2,PC3
Nyalwidhe,Nyalwidhe__NC_EPS_exosomes__2966,5.339052657306847,-0.13721021947562667,0.06330139760659821
Nyalwidhe,Nyalwidhe__NC_EPS_exosomes__3211,4.825304358958629,-0.431653276808565,-0.1900726015086465
Nyalwidhe,Nyalwidhe__NC_EPS_exosomes__3417,-6.407883822775186,-8.898722606595797,-8.408655803140892
Nyalwidhe,Nyalwidhe__NC_EPS_exosomes__3603,-15.609877067962666,-12.078806325124095,7.057200435389589
Nyalwidhe,Nyalwidhe__NC_EPS_exosomes__3778,-18.62576314617316,-14.278629761397243,7.419854874973236
Nyalwidhe,Nyalwidhe__NC_EPS_urine__2793,5.549199712840516,0.19413869733778627,0.4116133080952663
Nyalwidhe,Nyalwidhe__NC_EPS_urine__2967,5.339052657306847,-0.13721021947562667,0.06330139760659821
Nyalwidhe,Nyalwidhe__NC_EPS_urine__3212,4.825304358958629,-0.431653276808565,-0.1900726015086465
Nyalwidhe,Nyalwidhe__NC_EPS_urine__3416,-6.407883822775186,-8.898722606595797,-8.408655803140892
Nyalwidhe,Nyalwidhe__NC_EPS_urine__3603,-15.609877067962666,-12.078806325124095,7.057200435389589
Nyalwidhe,Nyalwidhe__NC_EPS_urine__3777,-18.62576314617316,-14.278629761397243,7.419854874973236
Nyalwidhe,Nyalwidhe__NC_EPS_urine__4227,-32.36591533001001,3.401150594611673,0.23368599454250688
Nyalwidhe,Nyalwidhe__NC_EPS_urine__4588,-38.04058982005971,11.574709988211577,5.819822798882544
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-188(220)_1,5.706084795237834,-1.729821974627992,2.9894420138329916
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-188(220)_2,5.6569364973078144,0.31237218880342493,0.32827545402606145
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-301(333)_1,2.136440405596074,11.305288977644816,2.146002100625453
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-301(333)_2,6.014139231170509,2.736927309764983,1.2106640661317558
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-301(333)_3,-15.609877067962666,-12.078806325124095,7.057200435389589
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-301(333)_4,-4.694565119561421,-7.324136464059122,-7.035217542541684
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-62(94)_1,-18.224177191605982,-16.912101808136264,11.312549236681148
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-62(94)_2,-23.13799259292199,-6.003340724070354,-0.24224151245465594
Nyalwidhe,Nyalwidhe__PAP_glycosites__ASN-62(94)_3,5.549199712840516,0.19413869733778627,0.4116133080952663
Tajiri,Tajiri__Figure 1 Set A__Figure1_SetA_1586.2,6.743526922931531,3.11837211352775,1.7621066425208431
